"QTA","FATTURATO","ANNOMESE","ART_COD"
22,13743.51,"2022-11","APLIPHONESE1285G"
11,6774.51,"2022-12","APLIPHONESE1285G"
7,4403,"2023-01","APLIPHONESE1285G"
3,1827,"2023-02","APLIPHONESE1285G"
3,1887,"2023-03","APLIPHONESE1285G"
1,629,"2023-04","APLIPHONESE1285G"
2,1258,"2023-05","APLIPHONESE1285G"
1,629,"2023-09","APLIPHONESE1285G"
1,504.01,"2023-10","APLIPHONESE1285G"
17,9843,"2022-03","APLIPHONESE1285GRED"
78,44971.57,"2022-04","APLIPHONESE1285GRED"
132,75677.14,"2022-05","APLIPHONESE1285GRED"
109,62991,"2022-06","APLIPHONESE1285GRED"
53,30487,"2022-07","APLIPHONESE1285GRED"
40,23080,"2022-08","APLIPHONESE1285GRED"
12,7188,"2022-09","APLIPHONESE1285GRED"
9,5515.84,"2022-10","APLIPHONESE1285GRED"
9,5661,"2022-11","APLIPHONESE1285GRED"
13,8027,"2022-12","APLIPHONESE1285GRED"
6,3774,"2023-01","APLIPHONESE1285GRED"
2,1228,"2023-03","APLIPHONESE1285GRED"
1,629,"2023-05","APLIPHONESE1285GRED"
1,629,"2023-12","APLIPHONESE1285GRED"
65,37635,"2022-03","APLIPHONESE1285GW"
204,117235.14,"2022-04","APLIPHONESE1285GW"
303,174833.57,"2022-05","APLIPHONESE1285GW"
272,157198,"2022-06","APLIPHONESE1285GW"
130,74430,"2022-07","APLIPHONESE1285GW"
83,47448.58,"2022-08","APLIPHONESE1285GW"
36,21794.01,"2022-09","APLIPHONESE1285GW"
95,58835,"2022-10","APLIPHONESE1285GW"
85,51852.76,"2022-11","APLIPHONESE1285GW"
48,30090.55,"2022-12","APLIPHONESE1285GW"
16,9841.19,"2023-01","APLIPHONESE1285GW"
7,4403,"2023-02","APLIPHONESE1285GW"
5,3145,"2023-03","APLIPHONESE1285GW"
2,1213.99,"2023-04","APLIPHONESE1285GW"
2,1258,"2023-05","APLIPHONESE1285GW"
8,4962,"2023-06","APLIPHONESE1285GW"
1,629,"2023-07","APLIPHONESE1285GW"
3,1887,"2023-08","APLIPHONESE1285GW"
1,629,"2023-09","APLIPHONESE1285GW"
1,629,"2023-10","APLIPHONESE1285GW"
1,504.01,"2023-11","APLIPHONESE1285GW"
2,1398,"2022-03","APLIPHONESE2565G"
1,699,"2022-04","APLIPHONESE2565G"
3,2097,"2022-05","APLIPHONESE2565G"
1,699,"2022-08","APLIPHONESE2565GRED"
2,1398,"2022-09","APLIPHONESE2565GRED"
1,699,"2022-10","APLIPHONESE2565GRED"
1,699,"2023-01","APLIPHONESE2565GRED"
1,599,"2023-06","APLIPHONESE2565GRED"
2,1398,"2022-06","APLIPHONESE2565GW"
1,585,"2022-09","APLIPHONESE2565GW"
1,699,"2023-02","APLIPHONESE2565GW"
45,23726.95,"2022-03","APLIPHONESE645G"
126,66019,"2022-04","APLIPHONESE645G"
166,87308.61,"2022-05","APLIPHONESE645G"
129,67873.95,"2022-06","APLIPHONESE645G"
87,45643,"2022-07","APLIPHONESE645G"
120,63066,"2022-08","APLIPHONESE645G"
96,51515,"2022-09","APLIPHONESE645G"
32,17654.51,"2022-10","APLIPHONESE645G"
37,20508,"2022-11","APLIPHONESE645G"
22,12228,"2022-12","APLIPHONESE645G"
8,4472,"2023-01","APLIPHONESE645G"
3,1677,"2023-02","APLIPHONESE645G"
3,1677,"2023-03","APLIPHONESE645G"
2,1118,"2023-05","APLIPHONESE645G"
2,1118,"2023-07","APLIPHONESE645G"
1,559,"2023-08","APLIPHONESE645G"
1,559,"2023-09","APLIPHONESE645G"
2,1118,"2023-10","APLIPHONESE645G"
1,559,"2023-12","APLIPHONESE645G"
1,399,"2022-05","APLIPHONESE645GDEM"
1,529,"2022-07","APLIPHONESE645GDEM"
4,1721.51,"2022-09","APLIPHONESE645GDEM"
18,8607.62,"2022-10","APLIPHONESE645GDEM"
16,7579.08,"2022-11","APLIPHONESE645GDEM"
8,4004.51,"2022-12","APLIPHONESE645GDEM"
9,4400.21,"2023-01","APLIPHONESE645GDEM"
5,2123.52,"2023-02","APLIPHONESE645GDEM"
6,2568.02,"2023-03","APLIPHONESE645GDEM"
7,2781.02,"2023-04","APLIPHONESE645GDEM"
4,1604.01,"2023-05","APLIPHONESE645GDEM"
3,1129,"2023-06","APLIPHONESE645GDEM"
3,1227.01,"2023-07","APLIPHONESE645GDEM"
4,1712,"2023-08","APLIPHONESE645GDEM"
3,1197,"2023-09","APLIPHONESE645GDEM"
1,299,"2023-10","APLIPHONESE645GDEM"
1,405.99,"2023-12","APLIPHONESE645GDEM"
22,11477,"2022-04","APLIPHONESE645GRED"
44,23076,"2022-05","APLIPHONESE645GRED"
46,24254,"2022-06","APLIPHONESE645GRED"
47,24763,"2022-07","APLIPHONESE645GRED"
38,19862.9,"2022-08","APLIPHONESE645GRED"
20,10790,"2022-09","APLIPHONESE645GRED"
10,5440,"2022-10","APLIPHONESE645GRED"
19,10454.03,"2022-11","APLIPHONESE645GRED"
12,6708,"2022-12","APLIPHONESE645GRED"
4,2236,"2023-01","APLIPHONESE645GRED"
4,2236,"2023-02","APLIPHONESE645GRED"
4,2236,"2023-03","APLIPHONESE645GRED"
5,2795,"2023-04","APLIPHONESE645GRED"
1,559,"2023-05","APLIPHONESE645GRED"
2,1118,"2023-06","APLIPHONESE645GRED"
1,499.9,"2023-08","APLIPHONESE645GRED"
1,559,"2023-09","APLIPHONESE645GRED"
3,1431,"2023-10","APLIPHONESE645GRED"
3,1415,"2023-11","APLIPHONESE645GRED"
3,1517,"2023-12","APLIPHONESE645GRED"
1,529,"2022-03","APLIPHONESE645GW"
6,3048.54,"2022-04","APLIPHONESE645GW"
7,3703,"2022-05","APLIPHONESE645GW"
21,11109,"2022-06","APLIPHONESE645GW"
43,22497,"2022-07","APLIPHONESE645GW"
39,20541,"2022-08","APLIPHONESE645GW"
30,16140,"2022-09","APLIPHONESE645GW"
28,15388.51,"2022-10","APLIPHONESE645GW"
9,5031,"2022-11","APLIPHONESE645GW"
15,8365,"2022-12","APLIPHONESE645GW"
7,3913,"2023-01","APLIPHONESE645GW"
4,2236,"2023-02","APLIPHONESE645GW"
3,1677,"2023-03","APLIPHONESE645GW"
2,1118,"2023-04","APLIPHONESE645GW"
2,1118,"2023-05","APLIPHONESE645GW"
1,559,"2023-06","APLIPHONESE645GW"
1,559,"2023-07","APLIPHONESE645GW"
3,1677,"2023-08","APLIPHONESE645GW"
2,327.5,"2022-03","TIMA225G"
7,1293.88,"2022-04","TIMA225G"
8,1559.92,"2022-05","TIMA225G"
95,18568.96,"2022-06","TIMA225G"
27,5399.73,"2022-07","TIMA225G"
54,10708.47,"2022-08","TIMA225G"
18,3599.82,"2022-09","TIMA225G"
2,399.98,"2022-10","TIMA225G"
1,199.99,"2022-11","TIMA225G"
2,399.98,"2022-12","TIMA225G"
6,1119.94,"2023-01","TIMA225G"
2,379.98,"2023-02","TIMA225G"
1,138,"2023-04","TIMA225G"
1,179.99,"2023-07","TIMA225G"
2,359.98,"2023-09","TIMA225G"
347,262163.54,"2022-05","ARNNBT1046WDAIT"
74,49026.04,"2022-06","ARNNBT1046WDAIT"
92,67984.38,"2022-07","ARNNBT1046WDAIT"
33,23762.58,"2022-08","ARNNBT1046WDAIT"
103,75874.69,"2022-09","ARNNBT1046WDAIT"
62,45131.24,"2022-10","ARNNBT1046WDAIT"
292,224634.71,"2022-11","ARNNBT1046WDAIT"
194,149621.66,"2022-12","ARNNBT1046WDAIT"
113,81761.01,"2023-01","ARNNBT1046WDAIT"
136,101819.43,"2023-02","ARNNBT1046WDAIT"
154,115014.69,"2023-03","ARNNBT1046WDAIT"
244,185830.9,"2023-04","ARNNBT1046WDAIT"
261,200798.26,"2023-05","ARNNBT1046WDAIT"
297,227153.75,"2023-06","ARNNBT1046WDAIT"
296,225510.21,"2023-07","ARNNBT1046WDAIT"
19,12834.32,"2023-08","ARNNBT1046WDAIT"
192,148678.19,"2023-09","ARNNBT1046WDAIT"
221,167136.03,"2023-10","ARNNBT1046WDAIT"
227,174259.5,"2023-11","ARNNBT1046WDAIT"
139,104406,"2023-12","ARNNBT1046WDAIT"
13,7798.7,"2022-05","ARNNF95WITN"
455,272223.03,"2022-06","ARNNF95WITN"
42,23658.24,"2022-07","ARNNF95WITN"
14,7396.7,"2022-08","ARNNF95WITN"
6,2197.6,"2022-09","ARNNF95WITN"
18,7933.88,"2022-10","ARNNF95WITN"
103,59139.12,"2022-11","ARNNF95WITN"
486,281805.29,"2022-12","ARNNF95WITN"
36,14941.05,"2023-01","ARNNF95WITN"
653,387394.37,"2023-02","ARNNF95WITN"
143,82290.25,"2023-03","ARNNF95WITN"
15,5852.46,"2023-04","ARNNF95WITN"
66,34913.25,"2023-05","ARNNF95WITN"
471,278110.83,"2023-06","ARNNF95WITN"
170,97501.14,"2023-07","ARNNF95WITN"
45,24589.71,"2023-08","ARNNF95WITN"
50,27558.76,"2023-09","ARNNF95WITN"
28,15808.91,"2023-10","ARNNF95WITN"
15,8998.5,"2023-11","ARNNF95WITN"
227,125741.82,"2023-12","ARNNF95WITN"
9,3138.2,"2022-03","XIAREDMINOTE11PRO"
220,76082.46,"2022-04","XIAREDMINOTE11PRO"
116,39518.84,"2022-05","XIAREDMINOTE11PRO"
147,50403.1,"2022-06","XIAREDMINOTE11PRO"
612,213279.67,"2022-07","XIAREDMINOTE11PRO"
649,224119.38,"2022-08","XIAREDMINOTE11PRO"
890,309716.97,"2022-09","XIAREDMINOTE11PRO"
239,79544.65,"2022-10","XIAREDMINOTE11PRO"
864,298449.83999999997,"2022-11","XIAREDMINOTE11PRO"
489,165497.08000000002,"2022-12","XIAREDMINOTE11PRO"
373,128239.74,"2023-01","XIAREDMINOTE11PRO"
462,160462.41,"2023-02","XIAREDMINOTE11PRO"
490,169562.93,"2023-03","XIAREDMINOTE11PRO"
462,159159.21,"2023-04","XIAREDMINOTE11PRO"
347,119974.62,"2023-05","XIAREDMINOTE11PRO"
29,9172.79,"2023-06","XIAREDMINOTE11PRO"
78,25915.31,"2023-07","XIAREDMINOTE11PRO"
96,31052.85,"2023-08","XIAREDMINOTE11PRO"
32,10313.03,"2023-09","XIAREDMINOTE11PRO"
18,5682.34,"2023-10","XIAREDMINOTE11PRO"
48,15689.43,"2023-11","XIAREDMINOTE11PRO"
27,8763.62,"2023-12","XIAREDMINOTE11PRO"
63,31443.7,"2022-04","XIAREDMINOTE11PRO+"
78,38729.74,"2022-05","XIAREDMINOTE11PRO+"
91,44989.59,"2022-06","XIAREDMINOTE11PRO+"
516,255439.28,"2022-07","XIAREDMINOTE11PRO+"
342,167475.93,"2022-08","XIAREDMINOTE11PRO+"
364,179019.58000000002,"2022-09","XIAREDMINOTE11PRO+"
691,342683.16000000003,"2022-10","XIAREDMINOTE11PRO+"
337,164958.72,"2022-11","XIAREDMINOTE11PRO+"
137,67295.46,"2022-12","XIAREDMINOTE11PRO+"
742,369161.85,"2023-01","XIAREDMINOTE11PRO+"
405,200205.62,"2023-02","XIAREDMINOTE11PRO+"
470,234097.84,"2023-03","XIAREDMINOTE11PRO+"
180,87864.36,"2023-04","XIAREDMINOTE11PRO+"
360,177618.65,"2023-05","XIAREDMINOTE11PRO+"
615,305066.82,"2023-06","XIAREDMINOTE11PRO+"
828,413096.3,"2023-07","XIAREDMINOTE11PRO+"
744,371177.04,"2023-08","XIAREDMINOTE11PRO+"
289,141673.53,"2023-09","XIAREDMINOTE11PRO+"
41,19124.12,"2023-10","XIAREDMINOTE11PRO+"
175,83791.75,"2023-11","XIAREDMINOTE11PRO+"
166,81763.57,"2023-12","XIAREDMINOTE11PRO+"
45,22134.55,"2022-04","XIAREDMINOTE11PRO+G"
54,26893.7,"2022-05","XIAREDMINOTE11PRO+G"
46,22898.74,"2022-06","XIAREDMINOTE11PRO+G"
142,70561.26,"2022-07","XIAREDMINOTE11PRO+G"
90,44159.94,"2022-08","XIAREDMINOTE11PRO+G"
186,91367.59,"2022-09","XIAREDMINOTE11PRO+G"
505,250804.56,"2022-10","XIAREDMINOTE11PRO+G"
156,76439.22,"2022-11","XIAREDMINOTE11PRO+G"
277,136525.21,"2022-12","XIAREDMINOTE11PRO+G"
357,176907.36,"2023-01","XIAREDMINOTE11PRO+G"
307,152209.47,"2023-02","XIAREDMINOTE11PRO+G"
169,82783.29,"2023-03","XIAREDMINOTE11PRO+G"
36,17523.21,"2023-04","XIAREDMINOTE11PRO+G"
48,23545.71,"2023-05","XIAREDMINOTE11PRO+G"
184,91981.6,"2023-06","XIAREDMINOTE11PRO+G"
137,67701.56,"2023-07","XIAREDMINOTE11PRO+G"
88,43766.64,"2023-08","XIAREDMINOTE11PRO+G"
30,14391.21,"2023-09","XIAREDMINOTE11PRO+G"
7,3499.3,"2023-10","XIAREDMINOTE11PRO+G"
15,7498.5,"2023-11","XIAREDMINOTE11PRO+G"
24,11214.73,"2023-12","XIAREDMINOTE11PRO+G"
7,2479.65,"2022-03","XIAREDMINOTE11PRO5G"
371,138608.64,"2022-04","XIAREDMINOTE11PRO5G"
248,91127.93,"2022-05","XIAREDMINOTE11PRO5G"
545,204863.43,"2022-06","XIAREDMINOTE11PRO5G"
743,275741.48,"2022-07","XIAREDMINOTE11PRO5G"
1532,573812.05,"2022-08","XIAREDMINOTE11PRO5G"
1102,416795.97,"2022-09","XIAREDMINOTE11PRO5G"
315,115014.89,"2022-10","XIAREDMINOTE11PRO5G"
338,125294.24,"2022-11","XIAREDMINOTE11PRO5G"
1512,568012.72,"2022-12","XIAREDMINOTE11PRO5G"
786,291883.75,"2023-01","XIAREDMINOTE11PRO5G"
1111,417879.13,"2023-02","XIAREDMINOTE11PRO5G"
1062,400090.39,"2023-03","XIAREDMINOTE11PRO5G"
502,188230.38,"2023-04","XIAREDMINOTE11PRO5G"
215,77222.72,"2023-05","XIAREDMINOTE11PRO5G"
174,64854.08,"2023-06","XIAREDMINOTE11PRO5G"
150,56761.1,"2023-07","XIAREDMINOTE11PRO5G"
86,32261.91,"2023-08","XIAREDMINOTE11PRO5G"
35,13056.6,"2023-09","XIAREDMINOTE11PRO5G"
32,11366.03,"2023-10","XIAREDMINOTE11PRO5G"
39,13924.42,"2023-11","XIAREDMINOTE11PRO5G"
37,11965.77,"2023-12","XIAREDMINOTE11PRO5G"
1,379.9,"2022-03","XIAREDMINOTE11PRO5GW"
101,37854.59,"2022-04","XIAREDMINOTE11PRO5GW"
64,23428.08,"2022-05","XIAREDMINOTE11PRO5GW"
147,55428.95,"2022-06","XIAREDMINOTE11PRO5GW"
258,90319.39,"2022-07","XIAREDMINOTE11PRO5GW"
781,288543.33,"2022-08","XIAREDMINOTE11PRO5GW"
644,243648.63,"2022-09","XIAREDMINOTE11PRO5GW"
59,21616.96,"2022-10","XIAREDMINOTE11PRO5GW"
170,63535.1,"2022-11","XIAREDMINOTE11PRO5GW"
34,12725.79,"2022-12","XIAREDMINOTE11PRO5GW"
2,759.8,"2023-01","XIAREDMINOTE11PRO5GW"
2,759.8,"2023-02","XIAREDMINOTE11PRO5GW"
2,759.8,"2023-03","XIAREDMINOTE11PRO5GW"
1,379.9,"2023-11","XIAREDMINOTE11PRO5GW"
1,339,"2022-03","XIAREDMINOTE11PROB"
185,64035.59,"2022-04","XIAREDMINOTE11PROB"
97,32550.34,"2022-05","XIAREDMINOTE11PROB"
111,38299.9,"2022-06","XIAREDMINOTE11PROB"
472,163953,"2022-07","XIAREDMINOTE11PROB"
232,79795.15,"2022-08","XIAREDMINOTE11PROB"
183,63470.57,"2022-09","XIAREDMINOTE11PROB"
103,35013.56,"2022-10","XIAREDMINOTE11PROB"
352,122038.56,"2022-11","XIAREDMINOTE11PROB"
230,77130.79,"2022-12","XIAREDMINOTE11PROB"
190,65598.65,"2023-01","XIAREDMINOTE11PROB"
83,28587.61,"2023-02","XIAREDMINOTE11PROB"
119,41264.47,"2023-03","XIAREDMINOTE11PROB"
248,86126.88,"2023-04","XIAREDMINOTE11PROB"
192,66214.47,"2023-05","XIAREDMINOTE11PROB"
22,7028.8,"2023-06","XIAREDMINOTE11PROB"
49,16278.51,"2023-07","XIAREDMINOTE11PROB"
66,22499.5,"2023-08","XIAREDMINOTE11PROB"
23,6917.96,"2023-09","XIAREDMINOTE11PROB"
16,4874.53,"2023-10","XIAREDMINOTE11PROB"
16,5298.6,"2023-11","XIAREDMINOTE11PROB"
19,6048.41,"2023-12","XIAREDMINOTE11PROB"
96,98855.13,"2022-05","SAMWW90T684DLH"
129,130651.02,"2022-06","SAMWW90T684DLH"
111,97099.52,"2022-07","SAMWW90T684DLH"
306,328685.09,"2022-08","SAMWW90T684DLH"
68,66805.35,"2022-09","SAMWW90T684DLH"
95,108491.51,"2022-10","SAMWW90T684DLH"
84,83060.63,"2022-11","SAMWW90T684DLH"
40,31404.79,"2022-12","SAMWW90T684DLH"
145,157212.26,"2023-01","SAMWW90T684DLH"
61,68515.81,"2023-02","SAMWW90T684DLH"
39,38845.71,"2023-03","SAMWW90T684DLH"
33,30073.97,"2023-04","SAMWW90T684DLH"
58,50177.21,"2023-05","SAMWW90T684DLH"
77,52130.3,"2023-06","SAMWW90T684DLH"
34,36445.81,"2023-07","SAMWW90T684DLH"
167,203885.34,"2023-08","SAMWW90T684DLH"
55,59375.68,"2023-09","SAMWW90T684DLH"
80,85738.27,"2023-10","SAMWW90T684DLH"
54,58868.94,"2023-11","SAMWW90T684DLH"
28,32192.79,"2023-12","SAMWW90T684DLH"
1,899.9,"2022-04","MIESCOUTRX3HOMEVISIO"
1,719.9,"2022-05","REXEW6F314N"
10,6867.46,"2022-06","REXEW6F314N"
34,23584.1,"2022-07","REXEW6F314N"
58,35956.93,"2022-08","REXEW6F314N"
73,49651.47,"2022-09","REXEW6F314N"
164,112569.64,"2022-10","REXEW6F314N"
69,42181.41,"2022-11","REXEW6F314N"
27,16295.99,"2022-12","REXEW6F314N"
224,160086,"2023-01","REXEW6F314N"
109,78106.67,"2023-02","REXEW6F314N"
136,94952.21,"2023-03","REXEW6F314N"
199,141043.99,"2023-04","REXEW6F314N"
254,178476.72,"2023-05","REXEW6F314N"
275,195632.97999999998,"2023-06","REXEW6F314N"
54,35499.27,"2023-07","REXEW6F314N"
300,211569.65,"2023-08","REXEW6F314N"
447,321289.38,"2023-09","REXEW6F314N"
399,286290.46,"2023-10","REXEW6F314N"
535,384411.01,"2023-11","REXEW6F314N"
385,273886.92,"2023-12","REXEW6F314N"
160,109417.89,"2022-04","REXEW6F494U"
108,69260.66,"2022-05","REXEW6F494U"
86,52842.25,"2022-06","REXEW6F494U"
31,21236.1,"2022-07","REXEW6F494U"
37,24315.87,"2022-08","REXEW6F494U"
17,11059.8,"2022-09","REXEW6F494U"
74,46843.9,"2022-10","REXEW6F494U"
384,264369.97,"2022-11","REXEW6F494U"
108,72726.92,"2022-12","REXEW6F494U"
160,110594.64,"2023-01","REXEW6F494U"
118,84930.49,"2023-02","REXEW6F494U"
260,198429.66999999998,"2023-03","REXEW6F494U"
178,133150.44,"2023-04","REXEW6F494U"
63,47460.84,"2023-05","REXEW6F494U"
197,148543.2,"2023-06","REXEW6F494U"
206,154692.8,"2023-07","REXEW6F494U"
86,63138.7,"2023-08","REXEW6F494U"
12,8353.85,"2023-09","REXEW6F494U"
90,67350.49,"2023-10","REXEW6F494U"
76,56934.41,"2023-11","REXEW6F494U"
173,131782.22,"2023-12","REXEW6F494U"
1,546,"2022-05","GOLF4WV312S0E"
36,40193.7,"2022-06","GOLF4WV312S0E"
28,21983.08,"2022-07","GOLF4WV312S0E"
42,42880.45,"2022-08","GOLF4WV312S0E"
67,62974.12,"2022-09","GOLF4WV312S0E"
30,28448.92,"2022-10","GOLF4WV312S0E"
23,12833.18,"2022-11","GOLF4WV312S0E"
70,65196.5,"2022-12","GOLF4WV312S0E"
108,137923.01,"2023-01","GOLF4WV312S0E"
30,33646.8,"2023-02","GOLF4WV312S0E"
22,20568.13,"2023-03","GOLF4WV312S0E"
35,32652.75,"2023-04","GOLF4WV312S0E"
32,35016,"2023-05","GOLF4WV312S0E"
16,14700,"2023-06","GOLF4WV312S0E"
28,29697.9,"2023-07","GOLF4WV312S0E"
5,2986.09,"2023-08","GOLF4WV312S0E"
14,13021.5,"2023-09","GOLF4WV312S0E"
9,10846.93,"2023-10","GOLF4WV312S0E"
4,4379,"2023-11","GOLF4WV312S0E"
7,7190.02,"2023-12","GOLF4WV312S0E"
1,1099,"2022-04","GOLF4WV912P2EA"
3,3547,"2022-05","GOLF4WV912P2EA"
3,4897,"2022-06","GOLF4WV912P2EA"
1,1063,"2022-07","GOLF4WV912P2EA"
2,2948.3,"2022-09","GOLF4WV912P2EA"
1,1041,"2022-10","GOLF4WV912P2EA"
1,1655,"2022-12","GOLF4WV912P2EA"
1,1330,"2023-06","GOLF4WV912P2EA"
1,999,"2023-09","GOLF4WV912P2EA"
1,949,"2023-10","GOLF4WV912P2EA"
1,1149,"2023-11","GOLF4WV912P2EA"
96,25869.5,"2022-04","MOTMOTOG41"
343,92384.94,"2022-05","MOTMOTOG41"
246,65323.42,"2022-06","MOTMOTOG41"
114,29980.31,"2022-07","MOTMOTOG41"
161,41515.52,"2022-08","MOTMOTOG41"
151,38704.73,"2022-09","MOTMOTOG41"
77,19953.56,"2022-10","MOTMOTOG41"
61,16179.1,"2022-11","MOTMOTOG41"
49,9683.48,"2022-12","MOTMOTOG41"
32,4786.82,"2023-01","MOTMOTOG41"
22,3178.37,"2023-02","MOTMOTOG41"
32,4336.81,"2023-03","MOTMOTOG41"
21,2813.37,"2023-04","MOTMOTOG41"
11,1518.9,"2023-05","MOTMOTOG41"
7,974.93,"2023-06","MOTMOTOG41"
1,120,"2023-07","MOTMOTOG41"
2,299.98,"2023-08","MOTMOTOG41"
1,120,"2023-09","MOTMOTOG41"
2,299.98,"2023-10","MOTMOTOG41"
1,109.99,"2023-11","MOTMOTOG41"
2,299.98,"2023-12","MOTMOTOG41"
13,3508.7,"2022-04","MOTMOTOG41G"
38,10185.3,"2022-05","MOTMOTOG41G"
27,7287.3,"2022-06","MOTMOTOG41G"
16,4228.4,"2022-07","MOTMOTOG41G"
18,4858.2,"2022-08","MOTMOTOG41G"
9,2289.2,"2022-09","MOTMOTOG41G"
9,2429.1,"2022-10","MOTMOTOG41G"
2,539.8,"2022-11","MOTMOTOG41G"
6,1319.67,"2022-12","MOTMOTOG41G"
7,1043.95,"2023-01","MOTMOTOG41G"
5,809.95,"2023-02","MOTMOTOG41G"
5,733.46,"2023-03","MOTMOTOG41G"
2,268.49,"2023-04","MOTMOTOG41G"
3,418,"2023-05","MOTMOTOG41G"
2,299.98,"2023-06","MOTMOTOG41G"
37,6289.63,"2022-04","RMEC31G"
87,14789.13,"2022-05","RMEC31G"
87,14503.75,"2022-06","RMEC31G"
69,11525.36,"2022-07","RMEC31G"
207,35159.94,"2022-08","RMEC31G"
370,62796.31,"2022-09","RMEC31G"
50,8387.54,"2022-10","RMEC31G"
96,16236.55,"2022-11","RMEC31G"
123,20550.83,"2022-12","RMEC31G"
166,26650.57,"2023-01","RMEC31G"
39,6291.64,"2023-02","RMEC31G"
42,6740.45,"2023-03","RMEC31G"
44,7315.58,"2023-04","RMEC31G"
9,1437.92,"2023-05","RMEC31G"
7,1029.95,"2023-06","RMEC31G"
7,945.97,"2023-07","RMEC31G"
16,2374.88,"2023-08","RMEC31G"
3,449.97,"2023-09","RMEC31G"
14,2379.86,"2022-04","RMEC31S"
40,6799.6,"2022-05","RMEC31S"
29,4812.75,"2022-06","RMEC31S"
31,5228.7,"2022-07","RMEC31S"
63,10635.29,"2022-08","RMEC31S"
80,13599.2,"2022-09","RMEC31S"
11,1819.81,"2022-10","RMEC31S"
28,4759.72,"2022-11","RMEC31S"
50,8016.55,"2022-12","RMEC31S"
50,7548.61,"2023-01","RMEC31S"
9,1261.86,"2023-02","RMEC31S"
13,2209.87,"2023-03","RMEC31S"
13,2209.87,"2023-04","RMEC31S"
2,339.98,"2023-05","RMEC31S"
1,169.99,"2023-07","RMEC31S"
308,60953.05,"2022-04","RMEC35"
497,99159.56,"2022-05","RMEC35"
622,123908.91,"2022-06","RMEC35"
355,70416.77,"2022-07","RMEC35"
501,99537.9,"2022-08","RMEC35"
242,47670.85,"2022-09","RMEC35"
277,54991.14,"2022-10","RMEC35"
297,58759.71,"2022-11","RMEC35"
691,137792.06,"2022-12","RMEC35"
608,120921.34,"2023-01","RMEC35"
218,43375.89,"2023-02","RMEC35"
368,73474.34,"2023-03","RMEC35"
418,83393.83,"2023-04","RMEC35"
203,40547.97,"2023-05","RMEC35"
34,6539.67,"2023-06","RMEC35"
48,9498.53,"2023-07","RMEC35"
74,14629.28,"2023-08","RMEC35"
43,7879.64,"2023-09","RMEC35"
24,4080.83,"2023-10","RMEC35"
14,2257.91,"2023-11","RMEC35"
18,2925.88,"2023-12","RMEC35"
83,20418.11,"2022-04","RMEME88GB"
901,224700.71,"2022-05","RMEME88GB"
1776,442918.81,"2022-06","RMEME88GB"
932,231005.71,"2022-07","RMEME88GB"
616,152842.82,"2022-08","RMEME88GB"
194,46683.77,"2022-09","RMEME88GB"
160,38960.69,"2022-10","RMEME88GB"
166,40518.78,"2022-11","RMEME88GB"
147,34939.52,"2022-12","RMEME88GB"
88,18531.49,"2023-01","RMEME88GB"
53,11450.08,"2023-02","RMEME88GB"
33,7489.15,"2023-03","RMEME88GB"
23,5360.18,"2023-04","RMEME88GB"
15,3576.69,"2023-05","RMEME88GB"
9,2069.29,"2023-06","RMEME88GB"
6,1388.5,"2023-07","RMEME88GB"
7,1649.4,"2023-08","RMEME88GB"
3,569.7,"2023-09","RMEME88GB"
1,249.9,"2023-10","RMEME88GB"
105,25875.91,"2022-04","RMEME88GBS"
788,196583.5,"2022-05","RMEME88GBS"
1598,397843.94,"2022-06","RMEME88GBS"
532,132232.51,"2022-07","RMEME88GBS"
281,69146.99,"2022-08","RMEME88GBS"
109,26240.3,"2022-09","RMEME88GBS"
88,21169.55,"2022-10","RMEME88GBS"
101,24434.48,"2022-11","RMEME88GBS"
82,18906.34,"2022-12","RMEME88GBS"
71,14755.59,"2023-01","RMEME88GBS"
32,7007.7,"2023-02","RMEME88GBS"
16,3937.4,"2023-03","RMEME88GBS"
11,2407.21,"2023-04","RMEME88GBS"
7,1749.3,"2023-05","RMEME88GBS"
7,1389.71,"2023-06","RMEME88GBS"
3,659.8,"2023-07","RMEME88GBS"
1,249.9,"2023-08","RMEME88GBS"
1,249.9,"2023-09","RMEME88GBS"
1,249.9,"2023-11","RMEME88GBS"
64,12589.48,"2022-04","RMEC35G"
104,20729.98,"2022-05","RMEC35G"
221,44115.83,"2022-06","RMEC35G"
174,34394.35,"2022-07","RMEC35G"
256,51040.5,"2022-08","RMEC35G"
141,27881.63,"2022-09","RMEC35G"
114,22578.88,"2022-10","RMEC35G"
153,30054.53,"2022-11","RMEC35G"
370,73711.29,"2022-12","RMEC35G"
355,70872.46,"2023-01","RMEC35G"
215,42460.48,"2023-02","RMEC35G"
381,75916.26,"2023-03","RMEC35G"
456,90923.65,"2023-04","RMEC35G"
258,51497.42,"2023-05","RMEC35G"
43,8489.07,"2023-06","RMEC35G"
51,10149.49,"2023-07","RMEC35G"
75,14999.25,"2023-08","RMEC35G"
52,9309.59,"2023-09","RMEC35G"
19,3089.87,"2023-10","RMEC35G"
8,1259.95,"2023-11","RMEC35G"
14,2299.9,"2023-12","RMEC35G"
1,649.9,"2022-09","CANRP4106BWMR1S"
2,638.9,"2022-08","SNGSG710"
2,568.9,"2023-01","SNGSG710"
2,509.08,"2023-02","SNGSG710"
1,379.9,"2023-03","SNGSG710"
3,1056.8,"2023-05","SNGSG710"
3,883.27,"2023-06","SNGSG710"
